addedAt,albumArtistsNames,albumName,albumPopularity,albumRecordLabel,albumReleaseDate,artistFollowers,artistName,artistPopularity,secondaryArtistsNames,trackDuration,trackFeatureAcousticness,trackFeatureDanceability,trackFeatureEnergy,trackFeatureInstrumentalness,trackFeatureKey,trackFeatureLiveness,trackFeatureLoudness,trackFeatureMode,trackFeatureSpeechiness,trackFeatureTempo,trackFeatureTimeSignature,trackFeatureValence,trackName,trackPopularity,trackIsrc,trackNumber,trackUrl,isLocal,isLikedByUser,artistUrl,artistGenres,albumUrl,albumUpc,albumType,addedBy
2022-05-03T19:23:00Z,King Gizzard & The Lizard Wizard,Omnium Gatherum,60,KGLW (King Gizzard & the Lizard Wizard),2022-04-22,1101243,King Gizzard & The Lizard Wizard,62,,04:34,0.0656,0.798,0.697,0.121,5,0.106,-10.422,1,0.0425,125.997,4,0.548,Candles,41,AU2ZC2100216,15,https://open.spotify.com/track/7wqDXSLMhBI1pQ3P3hx3A9,stream,true,https://open.spotify.com/artist/6XYvaoDGE0VmRt83Jss9Sn,"Australian Psych, Double Drumming, Microtonal, Neo-psychedelic",https://open.spotify.com/album/4tuqA7qbVsPukqsYPPrcF7,00842812163449,album,Oskar
2022-05-03T19:19:46Z,King Gizzard & The Lizard Wizard,Omnium Gatherum,60,KGLW (King Gizzard & the Lizard Wizard),2022-04-22,1101243,King Gizzard & The Lizard Wizard,62,,03:05,0.0057,0.708,0.903,0.00761,9,0.138,-6.214,0,0.0748,101.107,4,0.687,The Grim Reaper,43,AU2ZC2100212,11,https://open.spotify.com/track/0ECiluD6uszk2zjph2pyEp,stream,true,https://open.spotify.com/artist/6XYvaoDGE0VmRt83Jss9Sn,"Australian Psych, Double Drumming, Microtonal, Neo-psychedelic",https://open.spotify.com/album/4tuqA7qbVsPukqsYPPrcF7,00842812163449,album,Oskar
2022-05-02T18:37:54Z,King Gizzard & The Lizard Wizard,Omnium Gatherum,60,KGLW (King Gizzard & the Lizard Wizard),2022-04-22,1101243,King Gizzard & The Lizard Wizard,62,,03:07,0.015,0.765,0.845,1.96E-4,1,0.226,-8.931,1,0.111,90.276,4,0.778,Sadie Sorceress,46,AU2ZC2100207,6,https://open.spotify.com/track/6AcCvbJxR4PO6Fzv0UYdyW,stream,true,https://open.spotify.com/artist/6XYvaoDGE0VmRt83Jss9Sn,"Australian Psych, Double Drumming, Microtonal, Neo-psychedelic",https://open.spotify.com/album/4tuqA7qbVsPukqsYPPrcF7,00842812163449,album,Oskar
2022-05-02T12:16:26Z,Kaelin Ellis,After Thoughts,34,NCH Music,2020-10-22,32262,Kaelin Ellis,44,,01:11,0.599,0.704,0.573,0.117,5,0.0987,-10.558,0,0.393,108.157,3,0.859,Livin',11,QZMEP2037143,10,https://open.spotify.com/track/2ueZliv754aVSJfJZNShBB,stream,true,https://open.spotify.com/artist/0QalUUx2C9F1PGbfQVcHAd,,https://open.spotify.com/album/2fjrt2QYW1uJGCzp0TxdAb,195598015212,album,Oskar
2022-05-02T12:13:53Z,Kaelin Ellis,MOMENTS,27,NCH Music,2020-06-19,32262,Kaelin Ellis,44,,01:13,0.284,0.709,0.415,0.187,0,0.124,-11.956,1,0.156,78.014,4,0.689,SOUL POWER,15,QZHN72045677,3,https://open.spotify.com/track/5rTtAtIe6CJPJoeqISe5vB,stream,true,https://open.spotify.com/artist/0QalUUx2C9F1PGbfQVcHAd,,https://open.spotify.com/album/6w3nNcCOAV9kf5w6DN7RbT,195396774939,album,Oskar
2022-05-02T12:07:47Z,Kaelin Ellis,THE FUNK WILL PREVAIL,46,NCH Music,2022-04-01,32262,Kaelin Ellis,44,Sw8vy & G Bliz,01:37,0.298,0.711,0.578,0.624,1,0.251,-9.981,0,0.0605,128.087,4,0.308,THE CALM,30,QZES72279775,7,https://open.spotify.com/track/2O6AgyJRdWKecDU5z4OGbS,stream,true,https://open.spotify.com/artist/0QalUUx2C9F1PGbfQVcHAd,,https://open.spotify.com/album/4ZEbJk4ytV7Y9BAJm7pqqd,196835436791,album,Oskar
2022-05-01T13:53:29Z,Kaelin Ellis,After Thoughts,34,NCH Music,2020-10-22,32262,Kaelin Ellis,44,,00:46,0.135,0.599,0.457,0.163,5,0.153,-8.767,0,0.214,164.561,4,0.809,Diddle,12,QZMEP2037142,9,https://open.spotify.com/track/1YMi6nJcURHW2dD6qF7MRQ,stream,true,https://open.spotify.com/artist/0QalUUx2C9F1PGbfQVcHAd,,https://open.spotify.com/album/2fjrt2QYW1uJGCzp0TxdAb,195598015212,album,Oskar
2022-05-01T13:21:05Z,Kaelin Ellis,THE FUNK WILL PREVAIL,46,NCH Music,2022-04-01,32262,Kaelin Ellis,44,Sw8vy,02:11,0.678,0.445,0.756,0.682,2,0.0689,-8.024,0,0.283,178.204,4,0.867,SWING IT!,25,QZES72279774,6,https://open.spotify.com/track/3WRxrbfhk17YuPh39MiUhu,stream,true,https://open.spotify.com/artist/0QalUUx2C9F1PGbfQVcHAd,,https://open.spotify.com/album/4ZEbJk4ytV7Y9BAJm7pqqd,196835436791,album,Oskar
2022-04-30T16:21:18Z,Lake Street Dive,Obviously,59,Nonesuch,2021-03-12,542815,Lake Street Dive,61,,03:50,0.00753,0.69,0.664,0.00762,1,0.0496,-6.488,1,0.0562,164.145,4,0.383,Hypotheticals,63,USNO12000091,1,https://open.spotify.com/track/5lE2EFXt4muvLFMGQg4hZN,stream,true,https://open.spotify.com/artist/3nuc29fYGlQbIrwh4yrNWd,"Boston Rock, Indie Folk, New Americana",https://open.spotify.com/album/2Zi7uv234eNZJfLPGUIkSD,075597915594,album,Oskar
2022-04-30T13:35:10Z,PREP,Line by Line,0,Jeffrey International,2018-11-09,279485,PREP,50,"Cory Wong & Paul Jackson, Jr.",03:57,0.0579,0.827,0.491,8.68E-5,11,0.292,-7.305,0,0.1,93.019,4,0.647,Line by Line,0,GBKPL1825672,1,https://open.spotify.com/track/5xgvMrYYHTIEtx7w1LEAn0,stream,true,https://open.spotify.com/artist/31SBgHxc8eqZUk9MdveH42,Chill R&b,https://open.spotify.com/album/3fDdOIF7E21vyLWazAE2zV,5054526163041,single,Oskar
2022-04-30T13:23:28Z,Kaelin Ellis,THE FUNK WILL PREVAIL,46,NCH Music,2022-04-01,32262,Kaelin Ellis,44,Tony Rosenberg,01:31,0.487,0.882,0.507,0.0585,5,0.612,-12.391,0,0.149,111.965,4,0.832,CATS GROOVE,51,QZES72279771,2,https://open.spotify.com/track/6UY4Eml6zaSVZpjbuhBQAk,stream,true,https://open.spotify.com/artist/0QalUUx2C9F1PGbfQVcHAd,,https://open.spotify.com/album/4ZEbJk4ytV7Y9BAJm7pqqd,196835436791,album,Oskar
2022-04-30T13:16:06Z,Khruangbin,The Infamous Bill,61,Late Night Tales,2014-10-13,1668370,Khruangbin,70,,04:10,0.0129,0.661,0.837,0.884,7,0.289,-7.45,1,0.0369,88.456,4,0.927,The Infamous Bill,52,GB5EM1401413,4,https://open.spotify.com/track/4BTp7Ad6LZMebeYc3gQIfP,stream,true,https://open.spotify.com/artist/2mVVjNmdjXZZDvhgQWiakk,"Indie Soul, Neo-psychedelic",https://open.spotify.com/album/5hEpJAnE6SPm4CDnjGt3OL,5060391090160,single,Oskar
2022-04-30T13:00:24Z,The Jackson 5,Third Album,60,UNI/MOTOWN,1970-09-08,1471059,The Jackson 5,66,,02:36,0.166,0.602,0.63,0.0,10,0.0972,-8.812,1,0.0298,96.962,4,0.856,Darling Dear,42,USMO19883516,11,https://open.spotify.com/track/1vsTCdIbbVtKzj8t1uTMXH,stream,true,https://open.spotify.com/artist/2iE18Oxc8YSumAU232n4rW,"Motown, Soul",https://open.spotify.com/album/5d6X8oegJmu9XKn9UBAswG,00602547001375,album,Oskar
2022-04-30T12:51:41Z,Topaz Jones,Toothache / Zoom,43,Topaz Jones,2018-02-09,101152,Topaz Jones,41,,03:43,0.12,0.809,0.743,0.0,0,0.122,-4.049,0,0.109,122.062,4,0.83,Toothache,50,QM24S1800838,1,https://open.spotify.com/track/6plp1nJtm4Y3m87qmDCy61,stream,true,https://open.spotify.com/artist/76bAuLD5jMIT1YDJ84KB8l,"Indie Hip Hop, New Jersey Rap",https://open.spotify.com/album/3c9W0mGNlgamPdlh1JfNj1,843357110769,single,Oskar
2022-04-30T12:33:49Z,Jessie Ware,What's Your Pleasure?,59,EMI,2020-06-26,745718,Jessie Ware,59,,03:48,0.0407,0.807,0.672,0.0364,2,0.123,-7.364,0,0.0518,119.967,4,0.788,Ooh La La,48,GBUM72000591,3,https://open.spotify.com/track/55pv69Q4Iwbf2zvrRhE0A2,stream,true,https://open.spotify.com/artist/5Mq7iqCWBzofK39FBqblNc,"British Soul, Electropop, Neo Soul, Pop Soul, Uk Pop",https://open.spotify.com/album/1CTm3ARqDETSm7GfvNYNJp,00602508804847,album,Oskar
2022-04-29T22:26:20Z,Glenn Underground,Forgotten Art,13,Strictly Jaz Unit Muzic,2012-08-10,28393,Glenn Underground,26,,06:20,1.35E-4,0.794,0.495,0.868,10,0.0402,-16.455,0,0.0694,124.017,4,0.923,Strumming & Thinking,7,USQGN1200023,1,https://open.spotify.com/track/6KBSVTTmLuR5PT9gpLW1OB,stream,true,https://open.spotify.com/artist/1ZdinLDX0e8r5dIlWLpmAc,"Chicago House, Classic House, Deep House, Soulful House",https://open.spotify.com/album/3pugga6I4xKnDu2OfuetL7,899123001434,album,Oskar
2022-04-29T22:15:20Z,Move D,Black Label #14,0,Compost Records,2006-10-20,41815,Move D,30,,04:25,0.0424,0.833,0.388,0.708,0,0.0358,-11.869,0,0.0678,119.005,4,0.713,Your Rolling Hills,0,DEM090600120,1,https://open.spotify.com/track/2WekGzL8DVv5TajLtFQYeI,stream,true,https://open.spotify.com/artist/3hwmrS8MSceZwnZYvZFf97,"Deep House, Float House, German House, Microhouse, Minimal Tech House",https://open.spotify.com/album/5IV82itdHb2rxZnIUP3l0I,0673794223612,single,Oskar
2022-04-29T16:35:07Z,Glenn Underground,The Jerusalem EP's,28,Peacefrog Records,1997-01-01,28393,Glenn Underground,26,,06:21,0.00167,0.83,0.358,0.274,2,0.0695,-16.314,1,0.0921,121.899,4,0.303,There Is A Time,21,GBEWK9700076,8,https://open.spotify.com/track/5W9RZDw9pVtWxySWICSbFO,stream,true,https://open.spotify.com/artist/1ZdinLDX0e8r5dIlWLpmAc,"Chicago House, Classic House, Deep House, Soulful House",https://open.spotify.com/album/4C7ElGvtR8zpI19ixN8Y8G,5060100743110,album,Oskar
2022-04-29T16:08:08Z,Glenn Underground,The Jerusalem EP's,28,Peacefrog Records,1997-01-01,28393,Glenn Underground,26,,06:47,0.00474,0.75,0.365,0.87,8,0.0775,-15.05,1,0.0625,121.988,3,0.323,Servants Jaz House,33,GBEWK9700072,4,https://open.spotify.com/track/3fmlNzB27d8Y5GW9lum3aT,stream,true,https://open.spotify.com/artist/1ZdinLDX0e8r5dIlWLpmAc,"Chicago House, Classic House, Deep House, Soulful House",https://open.spotify.com/album/4C7ElGvtR8zpI19ixN8Y8G,5060100743110,album,Oskar
2022-04-27T09:57:47Z,Gaiser,Some Slip,26,Minus,2011-08-24,36148,Gaiser,22,,09:02,4.95E-5,0.81,0.781,0.894,1,0.137,-7.937,1,0.049,123.985,4,0.599,Some Slip,29,CAM261150261,1,https://open.spotify.com/track/2tJzHPJ1DhihOtJOYgilpe,stream,true,https://open.spotify.com/artist/0zNtdoyO2ZA7hhYMNLh48Y,Minimal Techno,https://open.spotify.com/album/6dUopkCPdpDZoUknLuQy0c,00815349011200,single,Oskar
2022-04-26T18:42:36Z,Q-Tip,The Renaissance,40,Mr. Incognito Productions,2008-11-04,584507,Q-Tip,59,Raphael Saadiq,04:47,0.226,0.91,0.408,0.00322,4,0.111,-7.703,0,0.0617,95.49,4,0.753,WeFight/WeLove,34,USUM70840211,6,https://open.spotify.com/track/3nRQWlmd0hHhkuRvebagPZ,stream,true,https://open.spotify.com/artist/3ZotbHeyVQKxQCPDJuQ4SU,"East Coast Hip Hop, Queens Hip Hop",https://open.spotify.com/album/3asZSLOAAtCNJz5W2LGuFJ,00602517937697,album,Oskar
2022-04-26T16:38:25Z,Mayer Hawthorne,How Do You Do,52,Universal Records,2011-01-01,287288,Mayer Hawthorne,54,,04:14,0.0263,0.808,0.894,0.137,9,0.257,-5.13,0,0.0333,123.286,4,0.974,Henny & Gingerale - Bonus Track,59,USUM71114879,13,https://open.spotify.com/track/22WRYBnzXfM9g7uNd5w79q,stream,true,https://open.spotify.com/artist/4d53BMrRlQkrQMz5d59f2O,"Funk, Pop Soul",https://open.spotify.com/album/5pFEKvjZm4W8NSAS5VzmiR,00602527862644,album,Oskar
2022-04-26T14:30:57Z,Terrace Martin & Robert Glasper & 9th Wonder,Dinner Party: Dessert,56,Sounds of Crenshaw / EMPIRE,2020-10-09,165938,Terrace Martin,56,Robert Glasper & 9th Wonder & Kamasi Washington & Dinner Party & Malaya & Phoelix,02:15,0.0551,0.394,0.641,1.71E-4,2,0.254,-6.767,1,0.378,176.462,4,0.445,Love You Bad (feat. Malaya & Phoelix),54,USUYG1333056,2,https://open.spotify.com/track/4bZ7AZNl13T2t5VI6Dzn1m,stream,true,https://open.spotify.com/artist/7MNEVabc4cs19CbzAFZmXz,"Alternative R&b, Indie Soul",https://open.spotify.com/album/6qqa1vvE1Q3qj2k8Gc3iEY,194690327520,album,Oskar
2022-04-26T14:26:03Z,The RH Factor,Distractions,48,Verve,2006-01-01,91291,The RH Factor,42,D'Angelo,04:57,0.0853,0.839,0.519,1.63E-4,6,0.0941,-11.696,1,0.145,85.287,4,0.695,Bullshit,32,USUM70506953,9,https://open.spotify.com/track/65ZIuX95DAOLcLRGNU4y89,stream,true,https://open.spotify.com/artist/3m7Ej9zfNto7JOsjKsYhEr,"Indie Jazz, Modern Funk, Neo R&b",https://open.spotify.com/album/1tTj6jyy6LbOsio9saFf9L,00602498885062,album,Oskar
2022-04-26T14:20:00Z,The RH Factor,Hard Groove,51,Verve,2003-01-01,91291,The RH Factor,42,D'Angelo,07:50,0.632,0.632,0.276,0.293,4,0.157,-13.697,0,0.0594,129.693,4,0.237,I'll Stay,49,USGR10300080,3,https://open.spotify.com/track/6CAYXIhkBARYmy7kVNDIOi,stream,true,https://open.spotify.com/artist/3m7Ej9zfNto7JOsjKsYhEr,"Indie Jazz, Modern Funk, Neo R&b",https://open.spotify.com/album/7ocjymC4B0S00K0BZ71M9X,00044006519227,album,Oskar
2022-04-26T14:16:13Z,D'Angelo,Brown Sugar (Deluxe Edition),39,Virgin Catalog (V81),1995-07-04,1182874,D'Angelo,60,Redman & Erick Sermon,04:51,0.192,0.77,0.467,0.0,11,0.231,-11.127,0,0.272,87.992,4,0.743,Me And Those Dreamin' Eyes Of Mine - Def Squad Remix,25,USEM39600264,2,https://open.spotify.com/track/4X5xMFMXPgjHzRytqTRdNA,stream,true,https://open.spotify.com/artist/336vr2M3Va0FjyvB55lJEd,"Indie Soul, Neo Soul, Soul",https://open.spotify.com/album/1ui78vxDFSa0NcE1Zj2tVW,00602557800784,album,Oskar
2022-04-26T11:31:25Z,The RH Factor,Distractions,48,Verve,2006-01-01,91291,The RH Factor,42,,02:23,0.364,0.781,0.393,8.44E-6,10,0.107,-12.197,0,0.149,101.07,4,0.733,Crazy Race,51,USUM70506946,2,https://open.spotify.com/track/4XyKqXYeL0FBPFbDrXLvJZ,stream,true,https://open.spotify.com/artist/3m7Ej9zfNto7JOsjKsYhEr,"Indie Jazz, Modern Funk, Neo R&b",https://open.spotify.com/album/1tTj6jyy6LbOsio9saFf9L,00602498885062,album,Oskar
2022-04-26T11:08:37Z,D'Angelo,Voodoo,64,Virgin Records,2000-01-01,1182874,D'Angelo,60,,06:13,0.292,0.857,0.16,0.0561,1,0.118,-12.933,1,0.352,64.027,4,0.591,One Mo'Gin,49,USVI29900228,7,https://open.spotify.com/track/4KdHmcUVArJeN7XPjp6Czx,stream,true,https://open.spotify.com/artist/336vr2M3Va0FjyvB55lJEd,"Indie Soul, Neo Soul, Soul",https://open.spotify.com/album/2lO9yuuIDgBpSJzxTh3ai8,00602557368918,album,Oskar
2022-04-26T11:02:09Z,D'Angelo,Black Messiah,56,RCA Records Label,2014-12-15,1182874,D'Angelo,60,,05:58,0.127,0.572,0.61,0.0295,9,0.0953,-7.994,1,0.0448,71.254,4,0.364,Another Life,47,USRC11403109,12,https://open.spotify.com/track/2f9mmR37OEceYERbXml0Nj,stream,true,https://open.spotify.com/artist/336vr2M3Va0FjyvB55lJEd,"Indie Soul, Neo Soul, Soul",https://open.spotify.com/album/5Hfbag0SsHxafx1SySFSX6,886444977449,album,Oskar
2022-04-24T15:22:22Z,Heartsnow,Press F,21,HEARTSNOW,2020-05-01,10319,Heartsnow,25,,01:49,0.0236,0.606,0.675,2.96E-6,1,0.167,-5.511,1,0.184,191.876,4,0.366,Press F,29,FR2X42060186,1,https://open.spotify.com/track/5uoytr8WXpvrwDtw7oEXfs,stream,true,https://open.spotify.com/artist/7999NGEoCSbZ9UirHPDlql,Russian Trap,https://open.spotify.com/album/7JCWhjRJdE6Bke9TZ8ybp3,3616405271739,single,Oskar
2022-04-24T11:02:58Z,044 ROSE,Альбом 044,0,Rhymes Music Inc.,2018-02-13,64109,044 ROSE,26,,01:53,0.306,0.843,0.625,0.00167,6,0.313,-8.969,1,0.289,155.034,4,0.706,ТУЗ,0,FR10S1845604,5,https://open.spotify.com/track/0JyYgiWVsz7QlDuTO3NFou,stream,true,https://open.spotify.com/artist/2T1bAXQppVRoSNm63zcvzI,"Russian Trap, Ukrainian Hip Hop",https://open.spotify.com/album/2Ib1KBcvNVWMHl5txJgk5l,3615930342709,album,Oskar
2022-04-23T13:41:36Z,Megan Thee Stallion,Plan B,59,300 Entertainment,2022-04-22,8677439,Megan Thee Stallion,80,,02:43,0.0668,0.787,0.522,0.0,8,0.108,-5.872,1,0.463,170.439,4,0.666,Plan B,66,USAT22203894,1,https://open.spotify.com/track/2PljnVsnl2PRwCvfhbdQup,stream,true,https://open.spotify.com/artist/181bsRPaVXVlUKXrxwZfHK,"Houston Rap, Pop, R&b, Rap, Trap Queen",https://open.spotify.com/album/7f9fxAFDIRaflD7W0k7Dhx,075679747099,single,Oskar
2022-04-22T11:48:55Z,Eminem,Music To Be Murdered By,84,Shady/Aftermath/Interscope Records,2020-01-17,80833874,Eminem,90,,02:53,0.0258,0.847,0.637,6.48E-4,1,0.382,-5.193,1,0.367,165.979,4,0.511,Premonition - Intro,56,USUM72000782,1,https://open.spotify.com/track/7ccTcabbJlCJiIqtrSSwBk,stream,true,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR,"Detroit Hip Hop, Hip Hop, Rap",https://open.spotify.com/album/4otkd9As6YaxxEkIjXPiZ6,00602508735134,album,Oskar
2022-04-21T08:46:31Z,King Gizzard & The Lizard Wizard,Kepler-22b,0,KGLW (King Gizzard & the Lizard Wizard),2022-04-19,1101243,King Gizzard & The Lizard Wizard,62,,18:17,5.05E-4,0.188,0.942,0.62,2,0.39,-4.706,1,0.191,179.248,4,0.231,The Dripping Tap,0,AU2ZC2100202,3,https://open.spotify.com/track/7xmmSQDp8xazrjMa1gTB8y,stream,true,https://open.spotify.com/artist/6XYvaoDGE0VmRt83Jss9Sn,"Australian Psych, Double Drumming, Microtonal, Neo-psychedelic",https://open.spotify.com/album/2Y9ms6z4ZoXXmLDlzjH8SP,00842812163517,single,Oskar
2022-04-20T12:23:05Z,Lakeside,Your Wish Is My Command,0,Sanctuary Records,1981-04-13,320485,Lakeside,43,,05:03,0.159,0.717,0.74,4.65E-4,6,0.0173,-6.623,1,0.136,95.097,4,0.921,Something About That Woman,1,GB5KW1499756,2,https://open.spotify.com/track/58GNitGPV52aHDNK9UuFnM,stream,true,https://open.spotify.com/artist/74lTWE4DqbFU3Vn8z4uH72,"Classic Soul, Disco, Funk, Motown, New Jack Swing, P Funk, Post-disco, Quiet Storm, Soul, Southern Soul, Urban Contemporary",https://open.spotify.com/album/7hhuUTIleoB2M172Xj8Nnk,4050538707038,album,Oskar
2022-04-20T10:59:20Z,D-Train,You're the One For Me EP,42,UNIDISC MUSIC INC.,1981-01-01,110252,D-Train,39,,04:10,0.0194,0.701,0.896,1.01E-5,11,0.0521,-5.738,0,0.126,120.16,4,0.927,Youre the One for Me - Radio Mix,49,CAU118111693,4,https://open.spotify.com/track/3BneMfYdo9X8m90BRhMzSL,stream,true,https://open.spotify.com/artist/4gQEXxzqwNmQwjU0Wc0Ioe,"Boogie, Disco, Funk, Popping, Post-disco, Quiet Storm",https://open.spotify.com/album/4cTvhKV4kfDfANADB5WtRw,0068381123725,single,Oskar
2022-04-19T19:43:01Z,Rick James,The Definitive Collection,41,UNI/MOTOWN,2006-03-14,1184501,Rick James,59,,03:52,0.181,0.726,0.698,1.04E-6,9,0.227,-9.761,1,0.109,102.955,4,0.882,Bustin' Out (On Funk),45,USMO10500026,3,https://open.spotify.com/track/0wYo8gcZCREyPoWOv0FzCX,stream,true,https://open.spotify.com/artist/0FrpdcVlJQqibaz5HfBUrL,"Disco, Funk, Motown, P Funk, Quiet Storm, Soul, Synth Funk",https://open.spotify.com/album/3cmNaX608gRp9HBEENK5eZ,00602567833246,album,Oskar
2022-04-19T19:24:11Z,Various Artists,Disco Nights,51,Universal Music Group International,2001-01-01,1073,Van McCoy & The Soul City Symphony,33,,04:02,0.0334,0.645,0.822,0.66,5,0.0642,-12.08,1,0.0569,111.478,4,0.879,The Hustle,53,GBF087500039,11,https://open.spotify.com/track/06sImcalauWP5m1XIWTLTI,stream,true,https://open.spotify.com/artist/4GA9fykGa5V3ONWHzKpzwE,,https://open.spotify.com/album/2AWqMVNq3a8Cin6wQWDnbh,00731458403722,compilation,Oskar
2022-04-19T19:23:29Z,Rick James,Street Songs (Deluxe Edition),71,Motown,1981-04-07,1184501,Rick James,59,,03:25,0.22,0.838,0.794,0.0,9,0.0575,-8.245,0,0.0531,132.446,4,0.962,Super Freak,76,USMO18100048,5,https://open.spotify.com/track/2dCmGcEOQrMQhMMS8Vj7Ca,stream,true,https://open.spotify.com/artist/0FrpdcVlJQqibaz5HfBUrL,"Disco, Funk, Motown, P Funk, Quiet Storm, Soul, Synth Funk",https://open.spotify.com/album/2DBFUBBqJQvfXpodPi2WP5,00044001469626,album,Oskar
2022-04-19T19:23:25Z,Bell Biv DeVoe,Poison,69,Geffen*,1990-01-01,1046656,Bell Biv DeVoe,57,,04:21,0.00195,0.84,0.56,0.00417,6,0.633,-10.53,0,0.21,111.815,4,0.775,Poison,76,USMC19031167,6,https://open.spotify.com/track/6m59VvDUi0UQsB2eZ9wVbH,stream,true,https://open.spotify.com/artist/2zFZiWQJFFshzojycnXoTL,"Boy Band, Contemporary R&b, New Jack Swing, R&b, Urban Contemporary",https://open.spotify.com/album/6H5mxGUWguDjtQ4Uzd8veD,00076732638729,album,Oskar
2022-04-19T19:23:04Z,Rufus & Chaka Khan,Masterjam,46,Geffen*,1979-01-01,43618,Rufus & Chaka Khan,43,,04:29,0.022,0.808,0.773,0.0436,11,0.654,-11.4,1,0.0365,119.944,4,0.893,Do You Love What You Feel,51,USMC17909421,1,https://open.spotify.com/track/7fYozX6MaNmfHoGW7bFTdK,stream,true,https://open.spotify.com/artist/1YLsqPcFg1rj7VvhfwnDWm,Funk,https://open.spotify.com/album/2myey2664YObEQ2hs2YJeE,00008811076320,album,Oskar
2022-04-19T17:01:06Z,Delegation,Oh Honey,61,State Records,1978-07-17,91704,Delegation,50,,05:56,0.188,0.734,0.42,0.242,2,0.0826,-12.036,1,0.028,94.161,4,0.462,Oh Honey,68,GBBHK7800065,1,https://open.spotify.com/track/3TiCuJiisBOB9HzKAM6FDG,stream,true,https://open.spotify.com/artist/1zKp43H1kLHOTkJAeyTIkf,Post-disco,https://open.spotify.com/album/2Hu144ydKhUydmnhfEEqfi,3610150967909,single,Oskar
2022-04-19T16:53:45Z,D-Train,You're the One for Me,47,UNIDISC MUSIC INC.,1982-01-01,110252,D-Train,39,,06:41,0.0349,0.844,0.716,6.7E-5,6,0.412,-8.082,0,0.0823,116.739,4,0.835,Keep On,39,CAU118200374,6,https://open.spotify.com/track/50bxxJIwn0XnZjQH2OruOu,stream,true,https://open.spotify.com/artist/4gQEXxzqwNmQwjU0Wc0Ioe,"Boogie, Disco, Funk, Popping, Post-disco, Quiet Storm",https://open.spotify.com/album/6Cu53xS0YGhgEqyTqkVNeL,0068381705921,album,Oskar
2022-04-19T16:28:06Z,Rick James & Young Franco,Mary Jane (Young Franco Remix),34,UNI/MOTOWN,2022-04-19,1184501,Rick James,59,Young Franco,02:46,0.0407,0.863,0.888,4.34E-4,6,0.132,-5.067,0,0.416,113.984,4,0.689,Mary Jane - Young Franco Remix,42,USUM72203856,1,https://open.spotify.com/track/5XGTp5ayYBBbndSQMSuEWB,stream,true,https://open.spotify.com/artist/0FrpdcVlJQqibaz5HfBUrL,"Disco, Funk, Motown, P Funk, Quiet Storm, Soul, Synth Funk",https://open.spotify.com/album/73PV84Kf1waPhVoHNyCt78,00602445709915,single,Oskar
2022-04-18T18:34:10Z,Kacem Wapalek,Je vous salis ma rue,49,Kacem Wapalek,2015-04-27,45323,Kacem Wapalek,37,,04:10,0.236,0.794,0.535,1.42E-5,7,0.0723,-8.585,0,0.312,82.01,4,0.714,Vingt sur vingt,33,FR9W11502183,4,https://open.spotify.com/track/0jvIOfwBbnXjm72jz0aY8O,stream,true,https://open.spotify.com/artist/6J434ZmyHxFcBjHXAZL9QY,"French Hip Hop, French Reggae, Rap Lyonnais",https://open.spotify.com/album/71AZVgNdT6XLl0lo3H44qm,3614591932182,album,Oskar
2022-04-17T15:24:54Z,Demi Portion,2 chez moi,43,Demi Portion,2017-01-20,89402,Demi Portion,43,Furax Barbarossa,03:32,0.542,0.685,0.829,0.0,10,0.138,-7.27,1,0.45,86.08,4,0.56,Un jour viendra,31,FR0U91601606,12,https://open.spotify.com/track/7zVY2yxDpCtgn79A8zHV9j,stream,true,https://open.spotify.com/artist/3xQiLcsmj0KCiFtconY6Dz,"Conscious Hip Hop, French Hip Hop",https://open.spotify.com/album/2dwkmjmJWsV6ho0R8JQklq,3700187664572,album,Oskar
2022-04-16T15:38:59Z,Demi Portion,VHS,16,La bulle corporation,2021-06-25,89402,Demi Portion,43,,02:49,0.39,0.839,0.505,3.99E-5,3,0.108,-9.361,0,0.153,91.034,4,0.714,VHS,24,FRX202178818,1,https://open.spotify.com/track/54thfBziPbTvdet9trIcLc,stream,true,https://open.spotify.com/artist/3xQiLcsmj0KCiFtconY6Dz,"Conscious Hip Hop, French Hip Hop",https://open.spotify.com/album/73qOLKIILUWNaClebFhoYp,3616556882860,single,Oskar
2022-04-15T20:23:24Z,Armand Van Helden,Killing Puritans,32,London Music Stream/Because Music,2000-01-01,251665,Armand Van Helden,62,Common,04:19,0.0016,0.901,0.714,0.0331,11,0.148,-6.492,0,0.168,117.946,4,0.867,Full Moon (feat. Common),39,GBAMY0000055,5,https://open.spotify.com/track/4QBPUGy6nMYxDraOnXOmo9,stream,true,https://open.spotify.com/artist/3cQA9WH8liZfeja1DxcDYE,"Big Beat, Classic House, Deep House, Disco House, Filter House, House, Speed Garage, Tribal House, Uk Dance, Vocal House",https://open.spotify.com/album/4BlbyGDKD43NsrhswYGKaB,190295700126,album,Oskar
